Time (s),Force (g),Ambient temperature (c)
6.20,-0.0074,17.6484
6.40,-0.0064,17.6328
6.60,-0.0081,17.6250
6.80,-0.0050,17.7187
7.00,-0.0081,17.7187
7.20,-0.0114,17.6875
7.40,-0.0073,17.6719
7.60,-0.0061,17.6875
7.80,-0.0093,17.6875
8.00,-0.0108,17.7344
8.21,-0.0111,17.6641
8.41,-0.0126,17.6016
8.61,-0.0103,17.6953
8.81,-0.0067,17.7187
9.01,-0.0110,17.6875
9.21,-0.0136,17.6953
9.41,-0.0108,17.6641
9.61,-0.0125,17.7109
9.81,-0.0138,17.7109
10.02,-0.0106,17.6719
10.22,-0.0127,17.7344
10.42,0.0310,17.7344
10.62,1.0724,17.6719
10.82,2.2518,17.6641
11.02,3.0463,17.6484
11.22,3.9350,17.6719
11.42,4.4126,17.6875
11.62,4.8192,17.7187
11.82,5.1823,17.7187
12.03,5.6521,17.6641
12.23,5.9291,17.6641
12.43,6.1724,17.6094
12.63,6.4021,17.6719
12.83,6.7085,17.6719
13.03,6.8986,17.6875
13.23,7.0656,17.7344
13.43,7.3012,17.7344
13.64,7.4425,17.6875
13.84,7.5771,17.7422
14.04,7.6949,17.7734
14.24,7.8216,17.7344
14.44,7.9069,17.6953
14.64,8.0011,17.6641
14.84,8.0884,17.6719
15.04,8.2136,17.6875
15.24,8.2866,17.7187
15.45,8.3560,17.7578
15.65,8.4487,17.6719
15.85,8.5060,17.6953
16.05,8.5565,17.7578
16.25,8.6007,17.6641
16.45,8.6633,17.6875
16.65,8.6973,17.7344
16.85,8.7247,17.6094
17.05,8.7547,17.7578
17.26,8.7847,17.7109
17.46,8.8036,17.6719
17.66,8.8120,17.7734
17.86,8.8179,17.6328
18.06,8.8320,17.7344
18.26,8.8339,17.7344
18.46,8.8335,17.6641
18.66,8.8283,17.6641
18.86,8.8206,17.6484
19.07,8.8095,17.7734
19.27,8.8045,17.7344
19.47,8.7867,17.6484
19.67,8.7747,17.7578
19.87,8.7608,17.6719
20.07,8.7492,17.6953
20.27,8.7286,17.6641
20.47,8.7131,17.7344
20.67,8.3094,17.6641
20.88,6.7035,17.6484
21.08,5.4343,17.6484
21.28,4.8247,17.7109
21.48,4.3226,17.6094
21.68,3.7086,17.7344
21.88,3.3706,17.6719
22.08,3.0684,17.6875
22.28,2.8033,17.7187
22.49,2.4577,17.7734
22.69,2.2537,17.7578
22.89,2.0684,17.7187
23.09,1.8995,17.6953
23.29,1.6737,17.6875
23.49,1.5361,17.6953
23.69,1.4107,17.6719
23.89,1.2939,17.6328
24.09,1.1354,17.6953
24.30,1.0388,17.7734
24.50,0.9486,17.7344
24.70,0.8275,17.6328
24.90,0.7513,17.6328
25.10,0.6801,17.6875
25.30,0.6136,17.6719
25.50,0.5214,17.6719
25.70,0.4605,17.7109
25.90,0.4077,17.5781
26.11,0.3602,17.7109
26.31,0.2889,17.7187
26.51,0.2417,17.6875
26.71,0.2009,17.6484
26.91,0.1431,17.7109
27.11,0.1061,17.6719
27.31,0.0734,17.6641
27.51,0.0364,17.6875
27.71,-0.0080,17.6953
27.92,-0.0350,17.7344
28.12,-0.0618,17.7422
28.32,-0.0865,17.7187
28.52,-0.1195,17.6953
28.72,-0.1493,17.7344
28.92,-0.1709,17.7187
29.12,-0.1893,17.6641
29.32,-0.2231,17.6719
29.53,-0.2393,17.6094
29.73,-0.2589,17.6484
29.93,-0.2816,17.7812
30.13,-0.3017,17.7344
30.33,-0.3122,17.6328
30.53,-0.3262,17.6328
30.73,-0.3490,17.6953
30.93,-0.3645,17.6641
31.13,-0.3774,17.7344
31.34,-0.3901,17.6719
