Force (kgs),Input Signal
-0.000,0
-0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
0.000,0
0.000,1
0.000,1
0.001,1
0.001,1
0.001,1
0.001,1
0.002,1
0.002,1
0.002,1
0.003,1
0.003,1
0.004,1
0.004,1
0.004,1
0.005,1
0.005,1
0.005,1
0.006,1
0.006,1
0.006,1
0.006,1
0.006,1
0.006,1
0.007,1
0.007,1
0.007,1
0.007,1
0.007,1
0.007,1
0.007,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.008,1
0.009,1
0.009,1
0.009,1
0.009,1
0.009,1
0.009,1
0.009,1
0.009,1
0.010,1
0.010,1
0.010,1
0.011,1
0.011,1
0.011,1
0.011,1
0.011,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.012,1
0.013,1
0.013,1
0.013,1
0.013,1
0.013,1
0.013,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.014,1
0.013,1
0.014,1
0.013,1
0.013,1
0.013,1
0.013,1
0.013,1
0.013,1
0.013,1
0.013,1
0.013,1
0.012,1
0.012,1
0.012,1
0.011,1
0.011,1
0.011,1
0.011,1
0.011,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.010,1
0.009,1
0.009,1
0.009,1
0.008,1
0.008,1
0.008,1
0.008,1
0.009,1
0.009,0
0.008,0
0.007,0
0.006,0
0.005,0
0.005,0
0.004,0
0.003,0
0.003,0
0.003,0
0.002,0
0.002,0
0.001,0
0.001,0
0.001,0
0.001,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.001,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.001,0
-0.001,0
-0.000,0
-0.001,0
-0.000,0
-0.001,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.001,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.001,0
-0.001,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.001,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.001,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,0
-0.000,1
-0.000,1
-0.000,1
0.000,1
0.000,1
0.001,1
0.001,1
0.001,1
0.001,1
0.001,1
0.002,1
0.002,1
